code_id,code
186,"def _parse_mdstat(self):
        

        arrays = {}
        mdstat_array_blocks = 

        try:
            with open(self.MDSTAT_PATH, ) as f:
                lines = f.readlines()
        except IOError as err:
            self.log.exception(
                .format(
                    mdstat_path=self.MDSTAT_PATH,
                    err=err
                )
            )
            return arrays

        
        for line in lines[1:-1]:
            mdstat_array_blocks += line

        if mdstat_array_blocks == :
            
            return arrays
        for block in mdstat_array_blocks.split():
            md_device_name = self._parse_device_name(block)
            if md_device_name:
                

                
                arrays[md_device_name] = {
                    : self._parse_array_member_state(block),
                    : self._parse_array_status(block),
                }

                
                bitmap_status = self._parse_array_bitmap(block)
                recovery_status = self._parse_array_recovery(block)
                if bitmap_status:
                    arrays[md_device_name].update(
                        {: bitmap_status}
                    )
                if recovery_status:
                    arrays[md_device_name].update(
                        {: recovery_status}
                    )

        return arrays"
187,"def permanently_delete(self, user):
        
        url = self._build_url(self.endpoint.deleted(id=user))
        deleted_user = self._delete(url)
        self.cache.delete(deleted_user)
        return deleted_user"
188,"def start_kernel(self, **kwargs):
        
        kernel_id = unicode(uuid.uuid4())
        
        km = self.kernel_manager_factory(connection_file=os.path.join(
                    self.connection_dir, ""kernel-%s.json"" % kernel_id),
                    config=self.config,
        )
        km.start_kernel(**kwargs)
        
        km.start_channels(shell=True, sub=False, stdin=False, hb=False)
        self._kernels[kernel_id] = km
        return kernel_id"
189,"def create_github_client(self, project):
        
        token = self._get_installation_key(project=project)
        if not token:
            LOGGER.warning(
                ""Could not find an authentication token for . Do you ""
                ""have access to this repository?"",
                project,
            )
            return
        gh = github3.GitHubEnterprise(self.base_url)
        gh.login(token=token)
        return gh"
190,"def serialize(d):
    
    ret = {}
    for k,v in d.items():
        if not k.startswith():
            ret[k] = str(d[k])
    
    return ret"
191,"def list_private_images(self, guid=None, name=None, **kwargs):
        
        if  not in kwargs:
            kwargs[] = IMAGE_MASK

        _filter = utils.NestedDict(kwargs.get() or {})
        if name:
            _filter[][] = (
                utils.query_filter(name))

        if guid:
            _filter[][] = (
                utils.query_filter(guid))

        kwargs[] = _filter.to_dict()

        account = self.client[]
        return account.getPrivateBlockDeviceTemplateGroups(**kwargs)"
192,"def generate_value_processor(type_, collectionFormat=None, items=None, **kwargs):
    
    processors = []
    if is_non_string_iterable(type_):
        assert False, ""This should not be possible""
    else:
        if type_ == ARRAY and collectionFormat:
            if collectionFormat in DELIMETERS:
                delimeter = DELIMETERS[collectionFormat]
                
                
                processors.append(operator.methodcaller(, delimeter))
            else:
                if collectionFormat != MULTI:
                    raise TypeError(""collectionFormat not implemented"")
                processors.append(add_string_into_list)
            
            processors.append(functools.partial(filter, bool))
            
            processors.append(functools.partial(map, operator.methodcaller()))
            if items is not None:
                if isinstance(items, collections.Mapping):
                    items_processors = itertools.repeat(
                        generate_value_processor(**items)
                    )
                elif isinstance(items, collections.Sequence):
                    items_processors = itertools.chain(
                        (generate_value_processor(**item) for item in items),
                        itertools.repeat(lambda v: v),
                    )
                elif isinstance(items, six.string_types):
                    raise NotImplementedError(""Not implemented"")
                else:
                    assert False, ""Should not be possible""
                
                
                
                processors.append(
                    chain_reduce_partial(
                        functools.partial(zip, items_processors),
                        functools.partial(itertools.starmap, lambda fn, v: fn(v)),
                        list,
                    )
                )
        else:
            processors.append(
                functools.partial(cast_value_to_type, type_=type_)
            )

    def processor(value, **kwargs):
        try:
            return chain_reduce_partial(*processors)(value)
        except (ValueError, TypeError):
            return value

    return processor"
193,"def _get_page_from_path(self, path):
        
        from feincms.module.page.models import Page
        try:
            return Page.objects.best_match_for_path(path)
        except Page.DoesNotExist:
            return None"
194,"def os_script(os_, vm_=None, opts=None, minion=):
    
    if minion:
        minion = salt_config_to_yaml(minion)

    if os.path.isabs(os_):
        
        return __render_script(.format(os_), vm_, opts, minion)

    for search_path in opts[]:
        if os.path.isfile(os.path.join(search_path, os_)):
            return __render_script(
                os.path.join(search_path, os_), vm_, opts, minion
            )

        if os.path.isfile(os.path.join(search_path, .format(os_))):
            return __render_script(
                os.path.join(search_path, .format(os_)),
                vm_, opts, minion
            )
    
    return "
195,"def subclasses(self, inherited=False):
        
        data = clips.data.DataObject(self._env)

        lib.EnvClassSubclasses(self._env, self._cls, data.byref, int(inherited))

        for klass in classes(self._env, data.value):
            yield klass"
196,"def set_key(self, key):
        
        is_non_empty_string(key)

        self.policies.append((, , key))
        self.form_data[] = key
        self.key = key"
197,"def checkProjectAreaID(self, projectarea_id, archived=False):
        

        self.log.debug(""Check the validity of the ProjectArea id: %s"",
                       projectarea_id)

        proj_areas = self._getProjectAreas(archived=archived,
                                           projectarea_id=projectarea_id)
        if proj_areas is not None:
            proj_area = proj_areas[0]
            self.log.info(""Find <ProjectArea %s> whose id is: %s"",
                          proj_area,
                          projectarea_id)
            return True

        self.log.error(""No ProjectArea whose id is: %s"",
                       projectarea_id)
        return False"
198,"def get_top_level_categories(parser, token):
    
    bits = token.split_contents()
    usage =  % bits[0]
    if len(bits) == 3:
        if bits[1] != :
            raise template.TemplateSyntaxError(usage)
        varname = bits[2]
        model = ""categories.category""
    elif len(bits) == 5:
        if bits[1] not in (, ) and bits[3] not in (, ):
            raise template.TemplateSyntaxError(usage)
        if bits[1] == :
            model = bits[2].strip(""\"""")
        else:
            model = bits[4].strip(""\"""")

    return TopLevelCategoriesNode(varname, model)"
199,"def change (properties, feature, value = None):
    
    assert is_iterable_typed(properties, basestring)
    assert isinstance(feature, basestring)
    assert isinstance(value, (basestring, type(None)))
    result = []

    feature = add_grist (feature)

    for p in properties:
        if get_grist (p) == feature:
            if value:
                result.append (replace_grist (value, feature))

        else:
            result.append (p)

    return result"
200,"def encrypt_email(email):
    
    aes = SimpleAES(flask.current_app.config[""AES_KEY""])
    return aes.encrypt(email)"
201,"def run(self):
        
        logger.debug(""Running %s check"", self.name)

        try:
            result = self.perform()
        except Exception:
            logger.exception(""Error while performing %s check"", self.name)
            result = False

        logger.debug(""Result: %s"", result)

        self.results.append(result)
        if self.passing and not any(self.last_n_results(self.fall)):
            logger.info(
                ""%s check failed %d time(s), no longer passing."",
                self.name, self.fall,
            )
            self.passing = False
        if not self.passing and all(self.last_n_results(self.rise)):
            logger.info(
                ""%s check passed %d time(s), is now passing."",
                self.name, self.rise
            )
            self.passing = True"
